TIME,CH1
7.1808e-05,0.16
7.1936e-05,0.08
7.1968e-05,0.16
7.2064e-05,0.08
7.2096e-05,0.16
7.2128e-05,0.08
7.2192e-05,0.16
7.2256e-05,0.08
7.2288e-05,0.16
7.232e-05,0.08
7.2416e-05,0.16
7.2448e-05,0.08
7.248e-05,0.16
7.2544e-05,0.08
7.2608e-05,0.16
7.2768e-05,0.08
7.28e-05,0.16
7.2832e-05,0.08
7.2896e-05,0.16
7.296e-05,0.08
7.2992e-05,0.16
7.3024e-05,0.08
7.3056e-05,0.16
7.312e-05,0.08
7.3184e-05,0.16
7.3312e-05,0.08
7.3344e-05,0.16
7.344e-05,0.08
7.3536e-05,0.16
7.3568e-05,0.08
7.36e-05,0.16
7.3664e-05,0.08
7.3696e-05,0.16
7.376e-05,0.08
7.3824e-05,0.16
7.392e-05,0.08
7.3952e-05,0.16
7.3984e-05,0.08
7.4048e-05,0.16
7.4112e-05,0.08
7.4176e-05,0.16
7.4208e-05,0.08
7.4272e-05,0.16
7.4304e-05,0.08
7.4336e-05,0.16
7.44e-05,0.08
7.4464e-05,0.16
7.4496e-05,0.08
7.4592e-05,0.16
7.4624e-05,0.08
7.4688e-05,0.16
7.488e-05,0.08
7.4976e-05,0.16
7.5008e-05,0.08
7.504e-05,0.16
7.5072e-05,0.08
7.52e-05,0.16
7.5232e-05,0.08
7.5264e-05,0.16
7.5328e-05,0.08
7.5424e-05,0.16
7.5488e-05,0.08
7.5552e-05,0.16
7.5616e-05,0.08
7.5648e-05,0.16
7.568e-05,0.08
7.5744e-05,0.16
7.5776e-05,0.08
7.5808e-05,0.16
7.584e-05,0.08
7.5872e-05,0.16
7.5936e-05,0.08
7.6032e-05,0.16
7.6064e-05,0.08
7.6096e-05,0.16
7.6128e-05,0.08
7.616e-05,0.16
7.6192e-05,0.08
7.6384e-05,0.16
7.6416e-05,0.08
7.6448e-05,0.16
7.6512e-05,0.08
7.6544e-05,0.16
7.6608e-05,0.08
7.6672e-05,0.16
7.6736e-05,0.08
7.6768e-05,0.16
7.6832e-05,0.08
7.6864e-05,0.16
7.6896e-05,0.08
7.7024e-05,0.16
7.7088e-05,0.08
